ID,title,location,price,details,specifications
A7HXWCF,VENTA DE CASA EN RESIDENCIAL EL HATILLO, Lomas del Hatillo,"
                                       $ 1,390,838                                                                              ","['   Habitaciones4  ', '  Área780 m2 ']",[]
MKHG8CS,VENTA DE CASA CIRCUITO CERRADO, Residencial Las Uvas,"
                                       $ 92,383                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área140 m2 ']",[]
G78YQ6O,"SE VENDE CASA EN VILLAS TOROGOZ ,SAN IGNACIO", Residencial San Ignacio,"
                                       $ 334,831                                                                              ","['   Habitaciones3  ', '   Baños2  ', '  Área307 m2 ']",[]
GEA64AZ,VENTA DE CASA EN RESIDENCIAL ZARAHEMLA, Residencial Zarahemla,"
                                       $ 173,082                                                                              ",['   Habitaciones4  '],[]
9IGHJPK,"Fco Morazan, Tegucigalpa, Buenos Aires", Barrio Buenos Aires,"
                                       $ 98,904                                                                              ",[],[]
UMV5O3G,Casa en Residencial Pino Verde, Tegucigalpa,"
                                       $ 86,541                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área128 m2 ']",[]
868EN85,VENTA DE CASA EN COLONIA LOS LLANOS, Colonia San Jose de los Llanos,"
                                       $ 32,968                                                                              ","['   Habitaciones3  ', '   Baños2  ']",[]
WZZPF4R,VENTA DE CASA EN RESIDENCIAL LAS HADAS, Residencial Las Hadas,"
                                       $ 669,663                                                                              ","['   Habitaciones4  ', '   Baños4  ', '  Área450 m2 ']",[]
VPGRJKN,SE VENDE CASA EN COLONIA LOMAS DE SAN JOSÉ, Colonia Lomas de San Jose,"
                                       $ 59,755                                                                              ","['   Habitaciones3  ', '   Baños2  ']",[]
9TPEV2W,"Fco Morazan, Tegucigalpa, Loma linda norte", Colonia Loma Linda Sur,"
                                       $ 381,193                                                                              ","['   Habitaciones5  ', '  Área436 m2 ']",[]
MFAPA4H,"Fco Morazan, Comayaguela, Residencial Roble Alto", Roble Alto,"
                                       $ 175,143                                                                              ","['   Habitaciones3  ', '   Baños3  ']",[]
BDR88XO,"CONDOMINIOS, SAN IGNACIO", Tegucigalpa,"
                                       $ 257,563                                                                              ",['  Área700 m2 '],[]
TXRKAE7,SE VENDE CASA EN COLONIA LOMAS DEL GUIJARRO, Colonia Lomas del Guijarro,"
                                       $ 221,504                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área280 m2 ']",[]
DWS42RX,CASA EN LOMAS DEL MAYAB, Tegucigalpa,"
                                       $ 247,260                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área389 m2 ']",[]
MRKYB5J,"Casa en Venta, Modelo Utila", Distrito Central,"
                                       $ 107,146                                                                              ",['  Área131 m2 '],[]
PAIEC7T,Casa en Zarahemla, Tegucigalpa,"
                                       $ 95,813                                                                              ",['  Área112 m2 '],[]
JTKZ9EU,CASA EN VALLE DE ANGELES, Tegucigalpa,"
                                       $ 169,991                                                                              ","['   Habitaciones4  ', '  Área800 m2 ']",[]
JWD7UNE,Casa Lomas de Tiloarque, Colonia Tiloarque,"
                                       $ 78,299                                                                              ","['   Habitaciones4  ', '   Baños3  ', '  Área92 m2 ']",[]
JZ55ID2,Casa en Miraflores, Colonia Miraflores,"
                                       $ 143,205                                                                              ","['   Habitaciones5  ', '   Baños3  ', '  Área160 m2 ']",[]
JZFXL9O,SE VENDE CASA EN RESIDENCIAL LOS ANGELES, Distrito Central,"
                                       $ 1,009,645                                                                              ","['   Habitaciones5  ', '  Área640 m2 ']",[]
JZQBUE8,CASA EN SAN IGNACIO TEGUCIGALPA HONDURAS, Residencial San Ignacio,"
                                       $ 463,613                                                                              ","['   Habitaciones4  ', '   Baños4  ', '  Área482 m2 ']",[]
K2M6JHV,CASA EN VENTA EN RESIDENCIAL ALTOS DE VENECIA, Colonia Venecia,"
                                       $ 94,783                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área120 m2 ']",[]
K2QE9DW,LAS COLINAS, Tegucigalpa,"
                                       $ 131,872                                                                              ","['   Habitaciones4  ', '   Baños2  ', '  Área97 m2 ']",[]
K5JRMUL,Casa Residencial Monteverde, Colonia Monte Verde,"
                                       $ 412,100                                                                              ","['   Habitaciones5  ', '  Área200 m2 ']",[]
KD3GLYA,LOMAS DEL MAYAB, Tegucigalpa,"
                                       $ 406,949                                                                              ","['   Habitaciones4  ', '  Área415 m2 ']",[]
WT8KFCM,"Fco Morazan, Tegucigalpa, Cerro Grande Zona 4", Cerro Grande,"
                                       $ 247,260                                                                              ","['   Habitaciones4  ', '   Baños3  ', '  Área153 m2 ']",[]
Z2ACOID,CASA EN VENTA EN RESIDENCIAL CONCEPCIÓN, Residencial Concepcion,"
                                       $ 80,360                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área122 m2 ']",[]
DWNH23A,VENTA DE CASA DE RESIDENCIAL EL SAUCE, El Sauce,"
                                       $ 190,596                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área170 m2 ']",[]
BXK8OQB,SE VENDE CASA EN RESIDENCIAL LAS CASCADAS, Tegucigalpa,"
                                       $ 216,353                                                                              ","['   Habitaciones5  ', '   Baños4  ']",[]
JT5V8IV,"Fco Morazan, Tegucigalpa, Residencial el Trapiche", Residencial El Trapiche,"
                                       $ 309,075                                                                              ","['   Habitaciones4  ', '   Baños4  ', '  Área278 m2 ']",[]
9ORERCL,"Fco Morazan, Tegucigalpa, La Granja #2", Barrio La Granja,"
                                       $ 1,036,594                                                                              ",['   Habitaciones6  '],[]
3I6GO8O,SE VENDE CASA EN BARRIO LA GRANJA, Barrio La Granja,"
                                       $ 216,353                                                                              ","['   Habitaciones3  ', '   Baños2  ', '  Área758 m2 ']",[]
MAX64X7,SE VENDE CASA EN RESIDENCIAL SAN IGNACIO, Colonia El Hato o San Ignacio,"
                                       $ 381,193                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área374 m2 ']",[]
BCQ2E8I,CASA EN VENTA LOMAS DEL GUIJARRO TEGUCIGALPA HONDURAS, Colonia Lomas del Guijarro,"
                                       $ 309,075                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área300 m2 ']",[]
FLKI8EC,Casa en El Hatillo, Lomas del Hatillo,"
                                       $ 489,369                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área500 m2 ']",[]
QBS24UC,SE VENDE CASA EN MONTE FRESCO, Monte Fresco,"
                                       $ 139,084                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área270 m2 ']",[]
SPUYYEW,SE VENDE CASA EN SAN IGNACIO, Residencial San Ignacio,"
                                       $ 535,730                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área391 m2 ']",[]
7SVKTR3,"Fco Morazan, El Hatillo, El Hatillo", Lomas del Hatillo,"
                                       $ 236,958                                                                              ","['   Habitaciones3  ', '   Baños2  ']",[]
WP235MT,VENTA DE CASA EN ALTOS DE MIRAFLORES, Colonia Miraflores,"
                                       $ 216,353                                                                              ","['   Habitaciones3  ', '   Baños3  ']",[]
N3W7SV5,"Fco Morazan, Tegucigalpa, El hatillo", Colonia El Hatillo,"
                                       $ 669,663                                                                              ",[],[]
YD8O8ST,Casa en Villa Rosalía, Barrio Salida a Valle De Angeles,"
                                       $ 123,630                                                                              ","['   Habitaciones3  ', '   Baños2  ']",[]
D92JK3G,"SE VENDE CASA EN DISTRITO CENTRAL, RESIDENCIAL LOMA VERDE", Distrito Central,"
                                       $ 618,150                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área459 m2 ']",[]
JZFXL9O,SE VENDE CASA EN RESIDENCIAL LOS ANGELES, Distrito Central,"
                                       $ 1,009,645                                                                              ","['   Habitaciones5  ', '  Área640 m2 ']",[]
OAC84N3,SE VENDE CASA EN COLONIA LOMAS DEL GUIJARRO, Colonia Lomas del Guijarro,"
                                       $ 515,730                                                                              ","['   Habitaciones4  ', '   Baños4  ', '  Área707 m2 ']",[]
S96N8MI,SE VENDE CASA RESIDENCIAL EL TRAPICHE, El Trapiche,"
                                       $ 216,353                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área190 m2 ']",[]
7IB2JQM,SE VENDE CASA EN COLONIA LOS ANGELES, Colonia Los Angeles,"
                                       $ 160,719                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área286 m2 ']",[]
BBHS67L,"Fco Morazan, Tegucigalpa, Residencial La Cañada", Residencial La Cañada,"
                                       $ 49,452                                                                              ","['   Habitaciones2  ', '   Baños1  ']",[]
HBWN9MX,SE VENDE CASA EN COLONIA LOMAS DEL GUIJARRO, Colonia Lomas del Guijarro  Sur,"
                                       $ 278,168                                                                              ","['   Habitaciones3  ', '   Baños3  ']",[]
7HZH3SQ,SE VENDE CASA EN COLONIA EL HATILLO, Colonia El Hatillo,"
                                       $ 355,436                                                                              ","['   Habitaciones5  ', '  Área545 m2 ']",[]
Z4PTOCL,CASA EN VENTA RESIDENCIAL VILLAS SAN SEBASTIAN, Residencial San Sebastian,"
                                       $ 98,904                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área140 m2 ']",[]
KFWCUYL,Casa en La Bolivar, Colonia Bolívar,"
                                       $ 149,386                                                                              ","['   Habitaciones5  ', '  Área340 m2 ']",[]
VV3X5NZ,VENTA DE CASA EN RESIDENCIAL SAN IGNACIO, Residencial San Ignacio,"
                                       $ 273,016                                                                              ","['   Habitaciones3  ', '   Baños2  ']",[]
7RRAYSW,"Km 8 Carretera a Danli, La Calera", La Calera,"
                                       $ 412,100                                                                              ","['   Habitaciones5  ', '   Baños4  ', '  Área376 m2 ']",[]
7D6HWN4,"Fco Morazan, Tegucigalpa, Aldea Villa Vieja", Aldea Villa Vieja,"
                                       $ 94,783                                                                              ",[],[]
AYC4TZV,SE VENDE CASA EN VILLA CENTROAMERICANA, Colonia Centroamérica Etapa 1 y 2,"
                                       $ 69,233                                                                              ","['   Habitaciones5  ', '   Baños3  ', '  Área180 m2 ']",[]
7XYIFV2,CASA EN VILLAS DEL RIO, Colonia Villas del Río,"
                                       $ 70,057                                                                              ","['   Habitaciones3  ', '   Baños1  ', '  Área170 m2 ']",[]
3ZRZ96Z,Se Vende Casa en Residencial Roble Alto, Colonia Los Robles,"
                                       $ 175,143                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área220 m2 ']",[]
LETVARX,SE VENDE CASA EN RESIDENCIAL SANTA CRISTINA, Residencial Santa Cristina,"
                                       $ 90,662                                                                              ","['   Habitaciones4  ', '   Baños3  ', '  Área140 m2 ']",[]
B9CDQAY,SE VENDE CASA EN COLONIA EL HATILLO, Colonia El Hatillo,"
                                       $ 185,445                                                                              ","['   Habitaciones4  ', '   Baños4  ']",[]
SZBW2IK,Casa en Roble Oeste, Los Robles,"
                                       $ 195,748                                                                              ","['   Habitaciones4  ', '   Baños4  ', '  Área288 m2 ']",[]
Q4OWJSH,Casa residencial Las Uvas, Tegucigalpa,"
                                       $ 242,109                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área309 m2 ']",[]
TLA2FBS,Casa Roble Oeste, Los Robles,"
                                       $ 190,596                                                                              ","['   Habitaciones4  ', '   Baños3  ', '  Área212 m2 ']",[]
77VKZJX,Casa En Venta Villas Del Real Uvas Tegucigalpa, Villa Real,"
                                       $ 133,933                                                                              ","['   Habitaciones3  ', '   Baños2  ']",[]
PZD5AWK,Casa En Renta San Ignacio Tegucigalpa Honduras, Distrito Central,"
                                       $ 324,529                                                                              ","['   Habitaciones4  ', '   Baños4  ', '  Área350 m2 ']",[]
8RSR6AL,"Casa en Venta, Modelo Valle", Distrito Central,"
                                       $ 96,328                                                                              ",['  Área110 m2 '],[]
3PNEHGO,CASA EN VENTA ALTOS DE MIRAFLORES SUR, Residencial Altos de Miraflorws,"
                                       $ 185,445                                                                              ","['   Habitaciones4  ', '   Baños4  ', '  Área245 m2 ']",[]
UMUHMBF,SE VENDE CASA EN COLONIA TRES CAMINOS, Colonia Tres Caminos,"
                                       $ 618,150                                                                              ",[],[]
NIGRJ3G,VENTA DE CASA EN RESIDENCIAL LA CUMBRE, Residencial La Cumbre,"
                                       $ 309,075                                                                              ","['   Habitaciones3  ', '   Baños4  ', '  Área411 m2 ']",[]
5NNIAK9,CASA EN VENTA RESIDENCIAL LAS UVAS, Residencial Las Uvas,"
                                       $ 226,655                                                                              ","['   Habitaciones3  ', '   Baños2  ', '  Área265 m2 ']",[]
K2QE9DW,LAS COLINAS, Tegucigalpa,"
                                       $ 131,872                                                                              ","['   Habitaciones4  ', '   Baños2  ', '  Área97 m2 ']",[]
PFZMFJJ,"SE VENDE CASA EN RESIDENCIAL EL SAUCE, VILLA CIPRES", Colonia El Sauce,"
                                       $ 159                                                                              ","['   Habitaciones3  ', '   Baños2  ', '  Área190 m2 ']","['  Cocina 1  ', '  Suelo 2  ', '  Estacionamiento 2  ']"
PJOSODX,SE VENDE CASA EN LOMAS DEL GUIJARRO, Colonia Lomas del Guijarro,"
                                       $ 566                                                                              ","['   Habitaciones4  ', '   Baños4  ']","['  Cocina 1  ', '  Salas de recepción Si  ', '  Balcón 1  ', '  Tipo de calle Avenida  ', '  Suelo 2  ', '  Estacionamiento 2  ']"
PSVJJH9,Casa en Loma Linda, Colonia Loma Linda Sur,"
                                       $ 175,143                                                                              ","['   Habitaciones4  ', '   Baños3  ', '  Área160 m2 ']",[]
PV6H38T,"Fco Morazan, Tegucigalpa, Colonia miraflores", Colonia Miraflores,"
                                       $ 115,388                                                                              ","['   Habitaciones3  ', '   Baños2  ', '  Área130 m2 ']",[]
PZD5AWK,Casa En Renta San Ignacio Tegucigalpa Honduras, Distrito Central,"
                                       $ 324,529                                                                              ","['   Habitaciones4  ', '   Baños4  ', '  Área350 m2 ']",[]
Q4OWJSH,Casa residencial Las Uvas, Tegucigalpa,"
                                       $ 242,109                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área309 m2 ']",[]
Q4WVBTY,SE VENDE CASA EN RESIDENCIAL EL TRAPICHE, Colonia Florencia Sur,"
                                       $ 216                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área140 m2 ']","['  Cocina 1  ', '  Balcón 1  ', '  Tipo de calle 10  ', '  Suelo 2  ', '  Estacionamiento 2  ']"
Q8V3N7X,"Fco Morazan, Tegucigalpa, Colonia Miramontes", Colonia Miramontes,"
                                       $ 267,865                                                                              ",[],[]
QBS24UC,SE VENDE CASA EN MONTE FRESCO, Monte Fresco,"
                                       $ 139,084                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área270 m2 ']",[]
QEZP4D7,CASA EN VENTA CENTROAMERICA OESTE, Colonia Centroamerica Oeste,"
                                       $ 39,150                                                                              ","['   Habitaciones4  ', '   Baños3  ', '  Área120 m2 ']",[]
QGGC3OC,"Fco Morazan, Tegucigalpa, lomas del toncontin", Colonia Toncontin,"
                                       $ 103,025                                                                              ","['   Habitaciones3  ', '   Baños2  ', '  Área216 m2 ']",[]
QX3BJA8,"Casa en Venta, Modelo Atlantida", Distrito Central,"
                                       $ 117,449                                                                              ",['  Área147 m2 '],[]
QXKJAD3,Se Vende Casa en Residencial El Sauce, Residencial El Sauce,"
                                       $ 152,477                                                                              ","['   Habitaciones3  ', '   Baños3  ']",[]
QYL8HC7,RESIDENCIAL ALTOS DEL TRAPICHE EN VENTA‼, Residencial Altos del Trapiche,"
                                       $ 119,509                                                                              ","['   Habitaciones4  ', '  Área150 m2 ']",[]
QZZI58Y,Casa En Venta Residencial San Juan Tegucigalpa, Colonia San Juan Bosco,"
                                       $ 139,517                                                                              ","['   Baños2  ', '  Área85 m2 ']",[]
R8HBBAI,"Fco Morazan, Tegucigalpa, LOMA LINDA", Colonia Loma Linda Norte,"
                                       $ 140,114                                                                              ","['   Habitaciones4  ', '   Baños3  ']",[]
REYG23I,SE VENDE CASA PEATONAL EN RESIDENCIAL HONDURAS, Residencial Honduras,"
                                       $ 65,318                                                                              ","['   Habitaciones2  ', '   Baños3  ', '  Área151 m2 ']",[]
RSOH3EP,CASA EN RESIDENCIAL LAS UVAS, Residencial Las Uvas,"
                                       $ 185,445                                                                              ",['  Área178 m2 '],[]
DGFN99A,Casa En Venta Las Hadas Tegucigalpa, Residencial Las Hadas,"
                                       $ 247,260                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área245 m2 ']",[]
UVNIWPR,"Fco Morazan, Tegucigalpa, PUEBLO NUEVO", Barrio Pueblo Nuevo,"
                                       $ 185,445                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área147 m2 ']",[]
VBWZCSI,"Fco Morazan, Tegucigalpa, Miramontes", Colonia Miramontes,"
                                       $ 123,630                                                                              ","['   Habitaciones4  ', '   Baños3  ', '  Área200 m2 ']",[]
WZQT3U6,VENTA DE CASA EN COLONIA TEPEYAC, Colonia Tepeyac,"
                                       $ 370,890                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área383 m2 ']",[]
IWD3CXL,"Fco Morazan, Tegucigalpa, Colonia Miramontes", Colonia Miramontes,"
                                       $ 267,865                                                                              ",[],[]
3MPCDA7,SE VENDE CASA EN EL MIRADOR DE LOARQUE, Colonia Mirador de Loarque,"
                                       $ 86,541                                                                              ","['   Habitaciones3  ', '   Baños2  ']",[]
ZN397BC,"Fco Morazan, Tegucigalpa, RESIDENCIAL EL TRAPICHE", Residencial El Trapiche,"
                                       $ 276,107                                                                              ","['   Habitaciones4  ', '   Baños4  ', '  Área330 m2 ']",[]
27UXR9Z,Edificio de Apartamentos La Hacienda, Residencial La Hacienda,"
                                       $ 1,648,400                                                                              ",['  Área1649 m2 '],[]
V9XLI6B,Casa Loma Linda, Colonia Loma Linda Sur,"
                                       $ 515,125                                                                              ","['   Habitaciones5  ', '  Área741 m2 ']",[]
D6VXBGU,SE VENDE CASA EN LOMAS DEL GUIJARRO SUR, Colonia Lomas del Guijarro  Sur,"
                                       $ 360,588                                                                              ","['   Habitaciones3  ', '   Baños3  ']",[]
E545MWH,SE VENDE CASA EN RESIDENCIAL PRADOS UNIVERSITARIOS, Residencial Prados Universitarios,"
                                       $ 49                                                                              ","['   Habitaciones2  ', '   Baños1  ', '  Área75 m2 ']",[]
W5RR6AX,CASA EN VENTA PORTAL DEL BOSQUE TEGUCIGALPA, Portal del Bosque,"
                                       $ 168,961                                                                              ","['   Habitaciones3  ', '   Baños2  ', '  Área158 m2 ']",[]
I7SUTTV,SE VENDE CASA EN VILLA VIEJA, El Cordoncillo o Villa Vieja Abajo,"
                                       $ 97,874                                                                              ",[],[]
ASO52CG,"Fco Morazan, Tegucigalpa, Residencial Honduras", Residencial Honduras,"
                                       $ 45,331                                                                              ","['   Habitaciones3  ', '   Baños2  ']",[]
AACX7HX,CASA EN VENTA RESIDENCIAL PINARES DEL VALLE, Residencial Pinares del Valle,"
                                       $ 298,773                                                                              ","['   Habitaciones3  ', '   Baños4  ', '  Área400 m2 ']",[]
47N6AM2,"Fco Morazan, Tegucigalpa, CERRO GRANDE ZONA 4", Cerro Grande,"
                                       $ 144,235                                                                              ","['   Habitaciones4  ', '   Baños3  ', '  Área153 m2 ']",[]
EYJUTWK,Casa En Venta Residencial Las Uvas Teguicgalpa, Tegucigalpa,"
                                       $ 131,872                                                                              ","['   Habitaciones3  ', '   Baños2  ', '  Área205 m2 ']",[]
SVMAWUD,CASA EN VENTA EN LA ALEMAN, Colonia Alemania 1,"
                                       $ 39,150                                                                              ","['   Habitaciones2  ', '   Baños1  ', '  Área100 m2 ']",[]
UCP3PWX,"Fco Morazan, Tegucigalpa, COL 15 DE SEPTIEMBRE", Colonia 15 de Septiembre,"
                                       $ 185,445                                                                              ","['   Habitaciones3  ', '   Baños2  ', '  Área260 m2 ']",[]
UMUHMBF,SE VENDE CASA EN COLONIA TRES CAMINOS, Colonia Tres Caminos,"
                                       $ 618,150                                                                              ",[],[]
UMV5O3G,Casa en Residencial Pino Verde, Tegucigalpa,"
                                       $ 86,541                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área128 m2 ']",[]
UOHR8L7,"Fco Morazan, Tegucigalpa, Colonia Viera", Colonia Viera,"
                                       $ 772,688                                                                              ","['   Habitaciones4  ', '   Baños4  ']",[]
UQPFWD2,SE VENDE CASA EN RESIDENCIAL LAS UVAS, Residencial Las Uvas,"
                                       $ 216,353                                                                              ","['   Habitaciones3  ', '   Baños4  ', '  Área182 m2 ']",[]
URCZYOB,VENTA DE CASA EN RESIDENCIAL EL HATILLO, Lomas del Hatillo,"
                                       $ 566,638                                                                              ",['  Área648 m2 '],[]
URDOZ64,SE VENDE CASA COLONIA LOMAS DEL GUIJARRO SUR, Colonia Las Lomas del Guijarro Sur,"
                                       $ 437                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área340 m2 ']","['  Cocina 1  ', '  Balcón 1  ', '  Tipo de calle Avenida  ', '  Suelo 2  ', '  Estacionamiento 2  ']"
UVNIWPR,"Fco Morazan, Tegucigalpa, PUEBLO NUEVO", Barrio Pueblo Nuevo,"
                                       $ 185,445                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área147 m2 ']",[]
UWLMODF,VENTA DE CAS EN RESIDENCIAL EL SAUCE, El Sauce,"
                                       $ 185,445                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área187 m2 ']",[]
B9Q8EJ7,VENTA DE CASA EN VILLA ROSALIA, Villa Rosalia,"
                                       $ 149,386                                                                              ","['   Habitaciones3  ', '   Baños3  ']",[]
O2JN7GA,"Fco Morazan, Tegucigalpa, pueblo nuevo", Barrio Pueblo Nuevo,"
                                       $ 156,392                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área200 m2 ']",[]
ORA6DRI,"Casa en venta, Modelo Roatan", Distrito Central,"
                                       $ 175,143                                                                              ",['  Área212 m2 '],[]
4RETSLV,Apartamento Astria 2 Hab 102 Mts, Distrito Central,"
                                       $ 163,707                                                                              ",['  Área102 m2 '],[]
NG62ZCM,VENTA DE CASA COLONIA MIRAFLORES, Colonia Zona Miraflores Sur,"
                                       $ 144,235                                                                              ","['   Habitaciones5  ', '   Baños4  ']",[]
MX75VOP,"Fco Morazan, Tegucigalpa, Condominios viera", Residencial Viera,"
                                       $ 154,538                                                                              ","['   Habitaciones3  ', '   Baños2  ', '  Área180 m2 ']",[]
ZQFPGQQ,SE VENDE CASA EN COLONIA AMERICA, Colonia América,"
                                       $ 103,025                                                                              ","['   Habitaciones3  ', '   Baños2  ', '  Área88 m2 ']",[]
JAKII4C,"Residencial Villas del Campo Km 8 carretera a Danlí, Fco Morazán", Residencial Villas del Campo km 8 carretera a Danlí,"
                                       $ 115,388                                                                              ","['   Habitaciones3  ', '   Baños2  ', '  Área166 m2 ']",[]
I68EGET,SE VENDE CAS EN RESIDENCIAL LAS UVAS, Residencial Las Uvas,"
                                       $ 123,630                                                                              ","['   Habitaciones3  ', '   Baños4  ', '  Área197 m2 ']",[]
AHSVBCX,Se Vende Casa en Residencial Las UVas, Residencial Las Uvas,"
                                       $ 115,388                                                                              ","['   Habitaciones3  ', '   Baños2  ', '  Área123 m2 ']",[]
L24SJU4,Casa en Villa Rosalía, Barrio Salida a Valle De Angeles,"
                                       $ 149,386                                                                              ","['   Habitaciones3  ', '   Baños2  ']",[]
F448CA9,"Fco Morazan, Tegucigalpa, Res San Ignacio", Res. San Ignacio,"
                                       $ 441,977                                                                              ","['   Habitaciones3  ', '   Baños3  ']",[]
5H8SFPO,SE VENDE CASA EN LA GRANJA, Barrio La Granja,"
                                       $ 195,748                                                                              ","['   Habitaciones3  ', '   Baños2  ', '  Área256 m2 ']",[]
3DFLIXK,SE VENDE CASA EN COLONIA AMERICA, Colonia Centro America Este,"
                                       $ 160,719                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área109 m2 ']",[]
OO2GERF,SE VENDE CASA EN RESIDENCIAL AGUA DULCE, Residencial Agua Dulce,"
                                       $ 140,114                                                                              ","['   Habitaciones4  ', '  Área180 m2 ']",[]
RSOH3EP,CASA EN RESIDENCIAL LAS UVAS, Residencial Las Uvas,"
                                       $ 185,445                                                                              ",['  Área178 m2 '],[]
IBM7ID4,Casa En Renta Residencial Las Uvas Tegucigalpa Honduras, Residencial Las Uvas,"
                                       $ 231,806                                                                              ","['   Habitaciones4  ', '   Baños4  ', '  Área220 m2 ']",[]
J2UECTM,RESIDENCIAL VILLAS LAURELES EN VENTA, Los Laureles,"
                                       $ 80,360                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área118 m2 ']",[]
2WCCZR4,VENDO CASA PEATONAL CON TERRENO EXTRA EN RESIDENCIAL HONDURAS, Colonia Honduras,"
                                       $ 37,089                                                                              ","['   Habitaciones2  ', '   Baños2  ', '  Área314 m2 ']",[]
REYG23I,SE VENDE CASA PEATONAL EN RESIDENCIAL HONDURAS, Residencial Honduras,"
                                       $ 65,318                                                                              ","['   Habitaciones2  ', '   Baños3  ', '  Área151 m2 ']",[]
LI3TG88,"SE VENDE CASA EN COLONIA CERRO GRANDE, ZONA IV., RESIDENCIAL EL MIRADOR", Colonia Cerro Grande,"
                                       $ 171,022                                                                              ","['   Habitaciones3  ', '   Baños4  ', '  Área453 m2 ']",[]
CLG82L4,SE VENDE CASA EN RESIDENCIAL VILLAS LOS LAURELES, Colonia Villa los Laureles,"
                                       $ 118,479                                                                              ","['   Habitaciones4  ', '   Baños4  ', '  Área140 m2 ']",[]
8LCJHEM,SE VENDE CASA EN COLONIA MIRAFLORES, Colonia Miraflores,"
                                       $ 181,566                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área200 m2 ']",[]
S9WSKUK,CASA EN COLONIA TILOARQUE, Colonia Tiloarque,"
                                       $ 90,662                                                                              ","['   Habitaciones4  ', '   Baños3  ', '  Área188 m2 ']",[]
VFDKKYB,SE VENDE CASA EN SAN IGNACIO, Colonia San Ignacio,"
                                       $ 442                                                                              ","['   Habitaciones4  ', '   Baños+5  ', '  Área483 m2 ']","['  Cocina 1  ', '  Salas de recepción Si  ', '  Balcón 1  ', '  Suelo 2  ', '  Estacionamiento +5  ']"
GPOA2UU,VENTA DE CASA EN RESIDENCIAL EL PORTILLO, Residencial El Portillo,"
                                       $ 81,596                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área100 m2 ']",[]
YCJI48C,"SE VENDE AMPLIA CASA, COL LAS COLINAS", Colonia Las Colinas,"
                                       $ 175,143                                                                              ","['   Habitaciones6  ', '  Área200 m2 ']",[]
JZQBUE8,CASA EN SAN IGNACIO TEGUCIGALPA HONDURAS, Residencial San Ignacio,"
                                       $ 463,613                                                                              ","['   Habitaciones4  ', '   Baños4  ', '  Área482 m2 ']",[]
6N65U2H,Se Vende Casas Proyecto Peña Nueva, Tegucigalpa,"
                                       $ 78                                                                              ","['   Habitaciones3  ', '   Baños2  ', '  Área92 m2 ']","['  Cocina 1  ', '  Suelo 2  ', '  Estacionamiento 2  ']"
L9UAWYZ,Venta de Casa Res. Palmeras Sn. Ignacio, Tegucigalpa,"
                                       $ 360                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área250 m2 ']","['  Cocina 1  ', '  Tipo de calle 10  ', '  Suelo 2  ', '  Estacionamiento 2  ']"
F8MX3W7,SE VENDE CASA EN BARRIO LA GRANJA, Barrio La Granja,"
                                       $ 206,050                                                                              ","['   Habitaciones3  ', '   Baños3  ', '  Área359 m2 ']",[]
HIXUW2Z,VENTA DE CASA EN COLONIA LA GRANJA, Barrio La Granja,"
                                       $ 1,030,250                                                                              ","['   Habitaciones5  ', '  Área893 m2 ']",[]
